PID,RegistrationID,TestName,InstrumentID,AssessmentName,InstrumentTitle,Key,Value
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDRTouch,AD7257EC-A1AB-42E0-A88D-92FCBB373758,VDR RT 2923 4,Visual Delayed Response,ItemCount,13
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDRTouch,AD7257EC-A1AB-42E0-A88D-92FCBB373758,VDR RT 2923 4,Visual Delayed Response,Language,en-US
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDRTouch,AD7257EC-A1AB-42E0-A88D-92FCBB373758,VDR RT 2923 4,Visual Delayed Response,InstrumentBreakoff,2
567,49A93A84-9E00-48A8-B8DA-F2124F0E365B,VDRTouch,AD7257EC-A1AB-42E0-A88D-92FCBB373758,VDR RT 2923 4,Visual Delayed Response,InstrumentStatus2,3
567,20644187-C527-496B-8091-BA00FA098619,VDRTouch,C1C53FAC-F0DC-4B24-A18E-16603A1344CF,VDR RT 2923 3,Visual Delayed Response,ItemCount,9
567,20644187-C527-496B-8091-BA00FA098619,VDRTouch,C1C53FAC-F0DC-4B24-A18E-16603A1344CF,VDR RT 2923 3,Visual Delayed Response,Language,en-US
567,20644187-C527-496B-8091-BA00FA098619,VDRTouch,C1C53FAC-F0DC-4B24-A18E-16603A1344CF,VDR RT 2923 3,Visual Delayed Response,InstrumentBreakoff,1
567,20644187-C527-496B-8091-BA00FA098619,VDRTouch,C1C53FAC-F0DC-4B24-A18E-16603A1344CF,VDR RT 2923 3,Visual Delayed Response,InstrumentStatus2,4
567,20644187-C527-496B-8091-BA00FA098619,VDRTouch,C1C53FAC-F0DC-4B24-A18E-16603A1344CF,VDR RT 2923 3,Visual Delayed Response,InstrumentSandSReason,5
567,0FEE7A01-5753-44F8-B6ED-50BB213A0DBC,VDRTouch,1B80597A-D0AE-4D18-BB17-523B377DE351,VDR RT 2923 2,Visual Delayed Response,VDRTouchAccuracy,7
567,0FEE7A01-5753-44F8-B6ED-50BB213A0DBC,VDRTouch,1B80597A-D0AE-4D18-BB17-523B377DE351,VDR RT 2923 2,Visual Delayed Response,VDRTouchReactionCorrect,1143
567,0FEE7A01-5753-44F8-B6ED-50BB213A0DBC,VDRTouch,1B80597A-D0AE-4D18-BB17-523B377DE351,VDR RT 2923 2,Visual Delayed Response,VDRTouchReactionIncorrect,3902
567,0FEE7A01-5753-44F8-B6ED-50BB213A0DBC,VDRTouch,1B80597A-D0AE-4D18-BB17-523B377DE351,VDR RT 2923 2,Visual Delayed Response,ItemCount,13
567,0FEE7A01-5753-44F8-B6ED-50BB213A0DBC,VDRTouch,1B80597A-D0AE-4D18-BB17-523B377DE351,VDR RT 2923 2,Visual Delayed Response,Language,en-US
567,0FEE7A01-5753-44F8-B6ED-50BB213A0DBC,VDRTouch,1B80597A-D0AE-4D18-BB17-523B377DE351,VDR RT 2923 2,Visual Delayed Response,InstrumentBreakoff,1
567,0FEE7A01-5753-44F8-B6ED-50BB213A0DBC,VDRTouch,1B80597A-D0AE-4D18-BB17-523B377DE351,VDR RT 2923 2,Visual Delayed Response,InstrumentStatus2,3
567,0FEE7A01-5753-44F8-B6ED-50BB213A0DBC,VDRTouch,1B80597A-D0AE-4D18-BB17-523B377DE351,VDR RT 2923 2,Visual Delayed Response,InstrumentSandSReason,5
567,0FEE7A01-5753-44F8-B6ED-50BB213A0DBC,VDRTouch,1B80597A-D0AE-4D18-BB17-523B377DE351,VDR RT 2923 2,Visual Delayed Response,InstrumentRCReasonOther,Delayed
567,941AE0A6-7852-4E58-8D50-F5D7E1EAD99A,VDRTouch,13F7E08E-8861-4E75-9B26-D3A106DE3F85,VDR RT 2923 1,Visual Delayed Response,VDRTouchAccuracy,4
567,941AE0A6-7852-4E58-8D50-F5D7E1EAD99A,VDRTouch,13F7E08E-8861-4E75-9B26-D3A106DE3F85,VDR RT 2923 1,Visual Delayed Response,VDRTouchReactionCorrect,1602
567,941AE0A6-7852-4E58-8D50-F5D7E1EAD99A,VDRTouch,13F7E08E-8861-4E75-9B26-D3A106DE3F85,VDR RT 2923 1,Visual Delayed Response,VDRTouchReactionIncorrect,2156
567,941AE0A6-7852-4E58-8D50-F5D7E1EAD99A,VDRTouch,13F7E08E-8861-4E75-9B26-D3A106DE3F85,VDR RT 2923 1,Visual Delayed Response,ItemCount,13
567,941AE0A6-7852-4E58-8D50-F5D7E1EAD99A,VDRTouch,13F7E08E-8861-4E75-9B26-D3A106DE3F85,VDR RT 2923 1,Visual Delayed Response,Language,en-US
567,941AE0A6-7852-4E58-8D50-F5D7E1EAD99A,VDRTouch,13F7E08E-8861-4E75-9B26-D3A106DE3F85,VDR RT 2923 1,Visual Delayed Response,InstrumentBreakoff,1
567,941AE0A6-7852-4E58-8D50-F5D7E1EAD99A,VDRTouch,13F7E08E-8861-4E75-9B26-D3A106DE3F85,VDR RT 2923 1,Visual Delayed Response,InstrumentStatus2,3
567,941AE0A6-7852-4E58-8D50-F5D7E1EAD99A,VDRTouch,13F7E08E-8861-4E75-9B26-D3A106DE3F85,VDR RT 2923 1,Visual Delayed Response,InstrumentSandSReason,5
567,941AE0A6-7852-4E58-8D50-F5D7E1EAD99A,VDRTouch,13F7E08E-8861-4E75-9B26-D3A106DE3F85,VDR RT 2923 1,Visual Delayed Response,InstrumentRCReasonOther,Delayed | Delayed | Delayed
